0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,emotion
-104.71463775634766,65.8434829711914,-38.53008270263672,19.948265075683594,3.3708882331848145,7.65986442565918,-1.5135294198989868,11.894308090209961,-0.21014650166034698,5.183935165405273,-1.035467267036438,0.36554256081581116,-6.974570274353027,-3.441863536834717,-2.60075044631958,1.1365901231765747,-5.392949104309082,4.178025722503662,0.21373102068901062,-5.836792469024658,0.504093587398529,0.4294593632221222,0.41968491673469543,0.5808240175247192,0.40067151188850403,0.339367538690567,0.4486522376537323,0.35982558131217957,0.43985557556152344,0.5427342057228088,0.5861167907714844,0.6816145777702332,2710.3135977625234,0.15452778819175697,0.10544212907552719,5171.593728080254,2333.812626771646,135.99917763157896,11.0,Energetic
-137.16781616210938,55.340702056884766,-34.49894332885742,21.960773468017578,3.6551551818847656,6.142309665679932,1.0052788257598877,10.668212890625,-3.267059564590454,3.6693837642669678,-6.314242362976074,-2.6154589653015137,-8.444243431091309,1.1862562894821167,-2.302797794342041,-0.5053288340568542,-2.4696645736694336,2.832798719406128,-11.238335609436035,-0.6079055070877075,0.5669037103652954,0.6833739280700684,0.4740648865699768,0.42749547958374023,0.395026296377182,0.5435479879379272,0.38238999247550964,0.32634061574935913,0.43953436613082886,0.34262675046920776,0.41304507851600647,0.5363996028900146,2922.047895028844,0.17418885600087075,0.07160501182079315,5605.670269945457,2445.3815512531114,135.99917763157896,1.0,Energetic
-150.12205505371094,84.76254272460938,-49.14670181274414,27.743356704711914,-7.131844997406006,21.584949493408203,-14.706958770751953,20.62379264831543,-8.267647743225098,14.372502326965332,-7.759074687957764,11.614999771118164,-9.936884880065918,3.273484706878662,-12.168927192687988,5.330723762512207,-8.366866111755371,-0.009708558209240437,-1.6711115837097168,7.029444217681885,0.4163837730884552,0.5846193432807922,0.4160410463809967,0.35309410095214844,0.4607113003730774,0.36244750022888184,0.42292407155036926,0.531449556350708,0.5781694054603577,0.6598319411277771,0.4609782099723816,0.4208976924419403,2459.608674644524,0.14647870610003869,0.06931454688310623,4738.704679034443,2122.440059669307,135.99917763157896,9.0,Energetic
-147.81155395507812,134.84396362304688,-10.659947395324707,13.896163940429688,8.905138969421387,4.936565399169922,-6.670411109924316,-9.842779159545898,-10.451644897460938,-1.1330037117004395,-7.9605302810668945,1.1264395713806152,-13.4083890914917,-6.842726707458496,-6.5838212966918945,-4.460195064544678,-7.661323070526123,2.7390012741088867,-5.475295543670654,3.7811155319213867,0.18164409697055817,0.1322752684354782,0.12563537061214447,0.35099074244499207,0.40374431014060974,0.1919008195400238,0.3084278404712677,0.17879898846149445,0.24214103817939758,0.20980849862098694,0.188541978597641,0.3483487069606781,1514.6487573682627,0.0699266368759675,0.17758862674236298,2873.0742935794797,1790.1447973904494,95.703125,4.0,Sad
-178.63702392578125,123.02989196777344,-12.258070945739746,13.726716995239258,8.0330810546875,-1.4635084867477417,-9.637857437133789,-11.610905647277832,-5.556703567504883,-3.452150821685791,-5.851485252380371,-7.073960304260254,-14.500772476196289,-2.8965821266174316,-5.693112373352051,-4.019176959991455,0.6462077498435974,0.4610939621925354,-0.6577910780906677,2.7038207054138184,0.1977209597826004,0.377477765083313,0.17413213849067688,0.13666868209838867,0.13489045202732086,0.36862173676490784,0.40119826793670654,0.18868549168109894,0.3062586486339569,0.17954236268997192,0.2463226318359375,0.19572657346725464,1654.169116508831,0.08278256820820433,0.11908859759569168,3134.9060436520413,1893.9345702928392,143.5546875,1.0,Sad
-193.67678833007812,140.83433532714844,-11.297820091247559,15.231675148010254,4.057974815368652,13.558897972106934,-7.28456974029541,0.5276861786842346,-18.158475875854492,1.5772268772125244,-13.500462532043457,3.3727974891662598,-7.753100395202637,-5.346198081970215,-10.333197593688965,-1.5621460676193237,-10.226646423339844,-3.417574882507324,-2.933694362640381,-3.3031527996063232,0.14684827625751495,0.3714600205421448,0.39161887764930725,0.20689040422439575,0.3250313103199005,0.18937450647354126,0.250536173582077,0.22134847939014435,0.22495487332344055,0.3671815097332001,0.18738865852355957,0.128087118268013,1374.8839206719317,0.0679137994630418,0.11685435473918915,2610.1425501584267,1611.0501929289098,143.5546875,9.0,Sad
-238.96424865722656,167.37997436523438,4.495813369750977,17.533910751342773,17.345367431640625,4.081984996795654,9.007555961608887,3.006955623626709,0.03098815679550171,2.461171865463257,-1.8910635709762573,2.774993896484375,-5.69929313659668,2.0637075901031494,-4.501472473144531,-11.257158279418945,-4.7768707275390625,-3.374546766281128,-2.4399049282073975,-1.1901377439498901,0.2007124125957489,0.14598950743675232,0.29107919335365295,0.3576747179031372,0.3172816038131714,0.4059177041053772,0.18870395421981812,0.1934787482023239,0.24415770173072815,0.413516104221344,0.5451258420944214,0.26088276505470276,988.3598504298648,0.04300918815305728,0.10444553941488266,1842.9430226423424,1348.5588959094434,151.99908088235293,10.0,Romantic
-270.1982421875,151.76361083984375,-0.004620058927685022,20.261348724365234,14.875592231750488,5.558237552642822,8.88165283203125,-0.7609432339668274,1.491268277168274,0.32202544808387756,-0.7218356728553772,-1.656410574913025,-6.275691986083984,-2.2584280967712402,-14.38076114654541,-4.420863628387451,-2.6320085525512695,-1.806747555732727,-0.5936948657035828,2.361170530319214,0.5893210768699646,0.29566091299057007,0.1916688084602356,0.13797041773796082,0.24431908130645752,0.3424679934978485,0.2737330198287964,0.3786143362522125,0.18811838328838348,0.17235732078552246,0.21813927590847015,0.3734413683414459,1059.2811073867256,0.05036817615615325,0.07011646032333374,1993.6921110832286,1397.0326844677684,151.99908088235293,0.0,Romantic
-284.15594482421875,165.37669372558594,10.49453353881836,17.55051612854004,16.238874435424805,7.410452365875244,2.6324942111968994,7.831656455993652,-4.525017738342285,6.936772346496582,-2.8389227390289307,7.469808101654053,-2.79097318649292,-0.8658415079116821,2.2298789024353027,-2.181652307510376,-8.21653938293457,-1.269871711730957,-4.36181116104126,-0.8081659078598022,0.3117642104625702,0.4038885831832886,0.3615492582321167,0.47178739309310913,0.21827414631843567,0.213521808385849,0.2632109224796295,0.4000273048877716,0.476917028427124,0.30077043175697327,0.23700836300849915,0.17137062549591064,889.3503672603165,0.041825143914473686,0.06977315247058868,1654.2566636029412,1208.2773830331412,151.99908088235293,8.0,Romantic
-327.9544677734375,136.40406799316406,-4.262281894683838,4.926734447479248,4.334384441375732,-13.461546897888184,-14.221945762634277,-8.666478157043457,-8.061747550964355,-10.813132286071777,-12.963539123535156,2.8244330883026123,-5.612208843231201,-3.1093876361846924,0.47367966175079346,-4.786608695983887,-3.5227243900299072,-7.499451160430908,-11.381994247436523,0.04194456711411476,0.4944707453250885,0.23553620278835297,0.4272577166557312,0.6397252082824707,0.1804666370153427,0.10425327718257904,0.11973844468593597,0.21793018281459808,0.11367366462945938,0.10888760536909103,0.10542380064725876,0.17868481576442719,1285.3138295750928,0.0549996674245356,0.03627733886241913,2484.330810924802,1495.2267444746412,75.99954044117646,3.0,Calm
